GAME_ID,EVENT_ID,INN_CT,TOTAL_INN,HOME_TEAM,HOME_TEAM_WINS,OUTS_CT,HOME_SCORE_CT,AWAY_SCORE_CT,RUNNER_FIRST,RUNNER_SECOND,RUNNER_THIRD,PIT_ID,SAVE_PIT_ID,FULL_NAME,made_save,IP,sit_id,succ_rate,save_dif,year
ANA201004050,74,9,9,1,1,0,6,3,0,0,0,fuenb001,fuenb001,Brian Fuentes,True,1.0,090301.0,99.2,1.0080645161290323,2010
ANA201004060,74,9,9,0,0,0,3,5,0,0,0,raucj001,raucj001,Jon Rauch,True,1.0,090201.0,97.3,1.027749229188078,2010
ANA201004070,70,9,9,0,0,0,1,4,0,0,0,raucj001,raucj001,Jon Rauch,True,1.0,090301.0,99.2,1.0080645161290323,2010
ANA201004100,62,8,9,1,1,0,3,2,0,0,0,shies002,None,Scot Shields,False,1.0,080101.0,29.4,-0.3541076487252125,2010
ANA201004110,49,7,9,1,0,0,3,2,0,1,1,jepsk001,rosst001,Kevin Jepsen,False,1.0,070121.0,50.0,-0.5,2010
ANA201004110,53,7,9,0,0,0,3,4,0,0,0,rosst001,rosst001,Tyson Ross,True,3.0,070103.0,50.0,2.0,2010
ANA201004190,63,9,9,1,1,0,2,0,0,0,0,rodnf001,rodnf001,Fernando Rodney,True,1.0,090201.0,97.3,1.027749229188078,2010
ANA201004200,79,9,9,1,1,0,6,5,0,0,0,rodnf001,rodnf001,Fernando Rodney,True,1.0,090101.0,95.2,1.050420168067227,2010
ANA201004210,65,9,9,1,0,0,3,2,0,0,0,fuenb001,valvj001,Brian Fuentes,False,0.67,090100.67,95.2,-5.208333333333337,2010
ANA201004210,73,9,9,0,0,0,3,4,0,0,0,valvj001,valvj001,Jose Valverde,True,1.0,090101.0,95.2,1.050420168067227,2010
ANA201004220,84,9,9,0,0,0,4,5,0,0,0,valvj001,valvj001,Jose Valverde,True,1.0,090101.0,95.2,1.050420168067227,2010
ANA201004230,78,9,9,1,1,0,6,4,0,0,0,fuenb001,fuenb001,Brian Fuentes,True,1.0,090201.0,97.3,1.027749229188078,2010
ANA201004260,81,9,9,1,1,0,5,2,0,0,0,fuenb001,fuenb001,Brian Fuentes,True,1.0,090301.0,99.2,1.0080645161290323,2010
ANA201005100,71,9,11,1,1,0,4,1,0,0,0,fuenb001,None,Brian Fuentes,False,1.0,090301.0,99.2,-31.25000000000011,2010
ANA201005120,79,9,9,0,0,0,3,4,0,0,0,sorir001,sorir001,Rafael Soriano,True,1.0,090101.0,95.2,1.050420168067227,2010
ANA201005300,85,9,9,0,1,0,6,7,0,0,0,aardd001,None,David Aardsma,False,1.0,090101.0,95.2,-5.208333333333337,2010
ANA201006220,72,9,9,1,1,0,6,3,0,0,0,fuenb001,fuenb001,Brian Fuentes,True,1.0,090301.0,99.2,1.0080645161290323,2010
ANA201006230,63,9,9,1,1,0,2,1,0,0,0,fuenb001,fuenb001,Brian Fuentes,True,1.0,090101.0,95.2,1.050420168067227,2010
ANA201006250,57,8,11,1,0,0,3,2,0,0,0,rodnf001,corpm001,Fernando Rodney,False,1.0,080101.0,29.4,-0.3541076487252125,2010
ANA201006250,90,11,11,0,0,0,3,4,1,0,0,corpm001,corpm001,Manuel Corpas,True,1.0,110111.0,86.2,1.160092807424594,2010
ANA201006260,61,9,9,1,1,0,4,2,0,0,0,fuenb001,fuenb001,Brian Fuentes,True,1.0,090201.0,97.3,1.027749229188078,2010
ANA201006290,84,9,9,1,1,0,6,5,0,0,0,fuenb001,fuenb001,Brian Fuentes,True,1.0,090101.0,95.2,1.050420168067227,2010
ANA201006300,79,9,9,0,0,0,4,6,0,0,0,felin001,felin001,Neftali Feliz,True,1.0,090201.0,97.3,1.027749229188078,2010
ANA201007010,68,9,9,1,1,0,2,1,0,0,0,fuenb001,fuenb001,Brian Fuentes,True,1.0,090101.0,95.2,1.050420168067227,2010
ANA201007020,66,9,10,1,0,0,1,0,1,0,0,fuenb001,sorij001,Brian Fuentes,False,1.0,090111.0,66.7,-0.7507507507507508,2010
ANA201007020,83,10,10,0,0,0,1,2,0,0,0,sorij001,sorij001,Joakim Soria,True,1.0,100101.0,96.6,1.0351966873706004,2010
ANA201007030,69,9,9,0,0,0,1,4,0,0,0,sorij001,sorij001,Joakim Soria,True,1.0,090301.0,99.2,1.0080645161290323,2010
ANA201007160,67,9,9,1,1,0,3,2,0,0,0,fuenb001,fuenb001,Brian Fuentes,True,1.0,090101.0,95.2,1.050420168067227,2010
ANA201007170,74,9,9,1,1,0,7,6,0,0,0,fuenb001,fuenb001,Brian Fuentes,True,1.0,090101.0,95.2,1.050420168067227,2010
ANA201007180,81,10,10,0,0,0,1,2,0,0,0,aardd001,aardd001,David Aardsma,True,1.0,100101.0,96.6,1.0351966873706004,2010
ANA201007260,69,8,9,0,0,2,3,4,0,0,0,papej001,papej001,Jonathan Papelbon,True,1.33,082101.33,80.0,1.25,2010
ANA201007270,77,9,9,0,0,0,2,4,0,0,0,papej001,papej001,Jonathan Papelbon,True,1.0,090201.0,97.3,1.027749229188078,2010
ANA201007300,82,9,9,1,1,0,9,7,0,0,0,fuenb001,fuenb001,Brian Fuentes,True,1.0,090201.0,97.3,1.027749229188078,2010
ANA201007300,45,4,9,0,1,0,6,7,0,1,1,harrm001,fuenb001,Matt Harrison,False,3.33,040123.33,14.3,-0.29171528588098017,2010
ANA201007310,71,9,9,0,0,0,1,2,0,0,0,felin001,felin001,Neftali Feliz,True,1.0,090101.0,95.2,1.050420168067227,2010
ANA201008010,69,9,9,1,1,0,4,1,0,0,0,fuenb001,fuenb001,Brian Fuentes,True,1.0,090301.0,99.2,1.0080645161290323,2010
ANA201008090,74,9,9,1,1,0,6,4,0,0,0,fuenb001,fuenb001,Brian Fuentes,True,1.0,090201.0,97.3,1.027749229188078,2010
ANA201008100,66,9,9,1,1,0,3,1,0,0,0,fuenb001,fuenb001,Brian Fuentes,True,1.0,090201.0,97.3,1.027749229188078,2010
ANA201008130,72,9,9,0,0,0,0,3,0,0,0,gregk001,gregk001,Kevin Gregg,True,1.0,090301.0,99.2,1.0080645161290323,2010
ANA201008150,75,9,9,0,0,0,1,4,0,0,0,gregk001,gregk001,Kevin Gregg,True,1.0,090301.0,99.2,1.0080645161290323,2010
ANA201008230,76,9,9,0,0,0,3,4,0,0,0,sorir001,sorir001,Rafael Soriano,True,1.0,090101.0,95.2,1.050420168067227,2010
ANA201008270,64,9,9,0,0,0,1,3,0,0,0,uehak001,uehak001,Koji Uehara,True,1.0,090201.0,97.3,1.027749229188078,2010
ANA201008290,64,9,9,0,0,2,0,1,1,0,1,uehak001,uehak001,Koji Uehara,True,0.33,092120.33,50.0,2.0,2010
ANA201009060,80,9,9,0,0,0,2,3,0,0,0,perec002,perec002,Chris Perez,True,1.0,090101.0,95.2,1.050420168067227,2010
ANA201009080,63,9,16,1,1,0,3,2,0,0,0,rodnf001,None,Fernando Rodney,False,1.0,090101.0,95.2,-5.208333333333337,2010
ANA201009100,67,9,14,1,1,0,3,1,0,0,0,rodnf001,None,Fernando Rodney,False,1.0,090201.0,97.3,-9.259259259259249,2010
ANA201009110,76,9,9,1,1,2,7,4,1,1,0,rodnf001,rodnf001,Fernando Rodney,True,0.33,092320.33,50.0,2.0,2010
ANA201009120,69,9,9,1,1,0,3,0,0,0,0,rodnf001,rodnf001,Fernando Rodney,True,1.0,090301.0,99.2,1.0080645161290323,2010
ANA201009200,84,9,9,1,1,0,7,4,0,0,0,rodnf001,rodnf001,Fernando Rodney,True,1.0,090301.0,99.2,1.0080645161290323,2010
ANA201009220,90,12,12,0,0,0,1,2,0,0,0,felin001,felin001,Neftali Feliz,True,1.0,120101.0,85.7,1.1668611435239207,2010
ANA201009260,68,8,9,0,0,0,3,4,1,0,0,thorm001,thorm001,Matt Thornton,True,2.0,080112.0,25.0,4.0,2010
ANA201009270,86,9,9,1,1,0,6,5,0,0,0,rodnf001,rodnf001,Fernando Rodney,True,1.0,090101.0,95.2,1.050420168067227,2010
ANA201009270,72,7,9,0,1,2,3,4,1,1,0,jamej001,rodnf001,Justin James,False,0.0,072120.0,50.0,-0.5,2010
ANA201009280,70,9,9,1,1,0,4,2,0,0,0,rodnf001,rodnf001,Fernando Rodney,True,1.0,090201.0,97.3,1.027749229188078,2010
ANA201104080,70,9,9,0,0,0,2,3,0,0,0,raucj001,raucj001,Jon Rauch,True,1.0,090101.0,95.2,1.050420168067227,2011
ANA201104100,67,9,9,1,1,0,3,1,0,0,0,rodnf001,rodnf001,Fernando Rodney,True,1.0,090201.0,97.3,1.027749229188078,2011
ANA201104130,57,8,12,1,1,0,3,2,1,0,0,downs001,None,Scott Downs,False,0.67,080110.67,25.0,-0.3333333333333333,2011
ANA201104210,93,11,11,0,0,0,2,4,0,0,0,papej001,papej001,Jonathan Papelbon,True,1.0,110201.0,86.2,1.160092807424594,2011
ANA201104220,83,9,9,0,0,0,3,4,0,0,0,papej001,papej001,Jonathan Papelbon,True,1.0,090101.0,95.2,1.050420168067227,2011
ANA201104270,74,10,10,0,0,0,1,2,0,0,0,ziegb001,ziegb001,Brad Ziegler,True,1.0,100101.0,96.6,1.0351966873706004,2011
ANA201105070,73,9,9,0,0,0,3,4,0,0,0,perec002,perec002,Chris Perez,True,1.0,090101.0,95.2,1.050420168067227,2011
ANA201105080,76,9,9,1,1,0,6,4,0,0,0,waldj001,waldj001,Jordan Walden,True,1.0,090201.0,97.3,1.027749229188078,2011
ANA201105080,72,8,9,0,1,2,3,4,0,1,0,smitj002,waldj001,Joe Smith,False,1.33,082111.33,88.6,-2.1929824561403497,2011
ANA201105110,76,9,10,1,0,0,4,2,0,0,0,waldj001,thorm001,Jordan Walden,False,1.0,090201.0,97.3,-9.259259259259249,2011
ANA201105110,95,10,10,0,0,0,4,6,0,0,0,thorm001,thorm001,Matt Thornton,True,1.0,100201.0,96.2,1.0395010395010396,2011
ANA201105210,63,7,12,1,0,2,4,3,0,1,0,takah001,kimbc001,Hisanori Takahashi,False,0.33,072110.33,50.0,-0.5,2011
ANA201105210,104,12,12,0,0,0,4,5,0,0,0,kimbc001,kimbc001,Craig Kimbrel,True,1.0,120101.0,85.7,1.1668611435239207,2011
ANA201105220,68,9,9,1,1,0,4,1,0,0,0,waldj001,waldj001,Jordan Walden,True,1.0,090301.0,99.2,1.0080645161290323,2011
ANA201105230,72,9,9,1,1,0,4,1,0,0,0,waldj001,waldj001,Jordan Walden,True,1.0,090301.0,99.2,1.0080645161290323,2011
ANA201105250,74,9,9,1,1,0,4,1,0,0,0,waldj001,waldj001,Jordan Walden,True,1.0,090301.0,99.2,1.0080645161290323,2011
ANA201106030,73,9,9,1,1,0,3,2,0,0,0,waldj001,waldj001,Jordan Walden,True,1.0,090101.0,95.2,1.050420168067227,2011
ANA201106040,76,9,9,0,0,2,2,3,1,0,0,rivem002,rivem002,Mariano Rivera,True,0.33,092110.33,50.0,2.0,2011
ANA201106050,78,9,9,0,0,0,3,5,0,0,0,rivem002,rivem002,Mariano Rivera,True,1.0,090201.0,97.3,1.027749229188078,2011
ANA201106070,71,9,9,0,0,0,1,4,0,0,0,farnk001,farnk001,Kyle Farnsworth,True,1.0,090301.0,99.2,1.0080645161290323,2011
ANA201106080,65,8,10,0,0,0,0,3,1,1,1,ramoc001,farnk001,Cesar Ramos,False,0.0,080330.0,45.5,-0.45871559633027525,2011
ANA201106080,81,10,10,0,0,0,3,4,0,0,0,farnk001,farnk001,Kyle Farnsworth,True,1.0,100101.0,96.6,1.0351966873706004,2011
ANA201106100,73,9,9,0,0,0,2,4,0,0,0,sorij001,sorij001,Joakim Soria,True,1.0,090201.0,97.3,1.027749229188078,2011
ANA201106110,52,6,9,1,1,1,5,4,1,1,0,thomr006,waldj001,Rich Thompson,False,0.67,061120.67,33.3,-0.3748125937031484,2011
ANA201106110,81,9,9,1,1,0,7,5,0,0,0,waldj001,waldj001,Jordan Walden,True,1.0,090201.0,97.3,1.027749229188078,2011
ANA201106270,72,9,10,1,1,0,3,2,0,0,0,waldj001,None,Jordan Walden,False,1.0,090101.0,95.2,-5.208333333333337,2011
ANA201106280,59,6,9,0,1,0,4,5,0,0,0,balec001,None,Collin Balester,False,0.33,060100.33,14.3,-0.29171528588098017,2011
ANA201106290,57,9,9,1,1,0,1,0,0,0,0,waldj001,waldj001,Jordan Walden,True,1.0,090101.0,95.2,1.050420168067227,2011
ANA201107030,66,9,9,1,1,0,3,1,0,0,0,waldj001,waldj001,Jordan Walden,True,1.0,090201.0,97.3,1.027749229188078,2011
ANA201107060,46,6,9,1,0,1,3,2,0,0,0,takah001,valvj001,Hisanori Takahashi,False,1.0,061101.0,33.3,-0.3748125937031484,2011
ANA201107060,73,9,9,0,0,0,4,5,0,0,0,valvj001,valvj001,Jose Valverde,True,1.0,090101.0,95.2,1.050420168067227,2011
ANA201107080,55,7,9,0,1,1,2,3,1,0,0,wrigj001,None,Jamey Wright,False,1.0,071111.0,50.0,-0.5,2011
ANA201107100,70,9,9,1,1,2,4,2,0,1,0,waldj001,waldj001,Jordan Walden,True,0.33,092210.33,50.0,2.0,2011
ANA201107200,83,9,9,1,1,0,9,8,0,0,0,waldj001,waldj001,Jordan Walden,True,1.0,090101.0,95.2,1.050420168067227,2011
ANA201107200,62,6,9,0,1,1,6,8,0,1,0,huntt002,waldj001,Tommy Hunter,False,0.67,061210.67,33.3,-0.3748125937031484,2011
ANA201107210,63,9,9,1,1,0,1,0,0,0,0,waldj001,waldj001,Jordan Walden,True,1.0,090101.0,95.2,1.050420168067227,2011
ANA201108070,62,9,9,1,1,1,2,1,0,0,0,waldj001,waldj001,Jordan Walden,True,0.67,091100.67,50.0,2.0,2011
ANA201108170,77,9,9,0,0,0,3,4,0,0,0,felin001,felin001,Neftali Feliz,True,1.0,090101.0,95.2,1.050420168067227,2011
ANA201108180,71,9,9,0,1,0,0,1,0,0,0,adamm001,None,Mike Adams,False,1.0,090101.0,95.2,-5.208333333333337,2011
ANA201108200,62,8,12,1,1,1,6,5,0,1,0,waldj001,None,Jordan Walden,False,1.67,081111.67,72.2,-0.8992805755395684,2011
ANA201108200,93,12,12,0,1,0,6,8,0,0,0,gregk001,None,Kevin Gregg,False,0.0,120200.0,85.7,-1.7482517482517486,2011
ANA201109040,66,9,9,1,1,0,4,1,0,0,0,waldj001,waldj001,Jordan Walden,True,1.0,090301.0,99.2,1.0080645161290323,2011
ANA201109060,77,9,9,0,0,0,1,2,0,0,0,leagb001,leagb001,Brandon League,True,1.0,090101.0,95.2,1.050420168067227,2011
ANA201109070,60,9,9,1,1,0,3,1,0,0,0,waldj001,waldj001,Jordan Walden,True,1.0,090201.0,97.3,1.027749229188078,2011
ANA201109110,61,7,9,1,0,0,5,4,1,0,1,downs001,rivem002,Scott Downs,False,1.0,070121.0,50.0,-0.5,2011
ANA201109110,81,9,9,0,0,0,5,6,0,0,0,rivem002,rivem002,Mariano Rivera,True,1.0,090101.0,95.2,1.050420168067227,2011
ANA201109230,68,9,9,0,0,0,1,3,0,0,0,baila001,baila001,Andrew Bailey,True,1.0,090201.0,97.3,1.027749229188078,2011
ANA201109240,69,9,9,1,1,0,4,1,0,0,0,waldj001,waldj001,Jordan Walden,True,1.0,090301.0,99.2,1.0080645161290323,2011
ANA201109250,62,8,9,1,0,2,3,2,1,1,0,waldj001,baila001,Jordan Walden,False,0.67,082120.67,87.5,-2.0,2011
ANA201109250,78,9,9,0,0,0,5,6,0,0,0,baila001,baila001,Andrew Bailey,True,1.0,090101.0,95.2,1.050420168067227,2011
ANA201109260,76,9,9,0,0,0,2,4,0,0,0,felin001,felin001,Neftali Feliz,True,1.0,090201.0,97.3,1.027749229188078,2011
ANA201109280,70,9,9,0,0,0,1,3,0,0,0,felin001,felin001,Neftali Feliz,True,1.0,090201.0,97.3,1.027749229188078,2011
ANA201204080,86,9,9,0,0,0,3,7,1,1,0,broxj001,broxj001,Jonathan Broxton,True,1.0,090421.0,50.0,2.0,2012
ANA201204170,55,8,9,1,0,0,2,1,0,0,0,jepsk001,balfg001,Kevin Jepsen,False,0.33,080100.33,29.4,-0.3541076487252125,2012
ANA201204170,70,9,9,0,0,0,2,5,0,0,0,balfg001,balfg001,Grant Balfour,True,1.0,090301.0,99.2,1.0080645161290323,2012
ANA201204190,75,9,9,0,0,0,2,4,0,0,0,balfg001,balfg001,Grant Balfour,True,1.0,090201.0,97.3,1.027749229188078,2012
ANA201204200,73,9,9,1,1,0,6,3,0,0,0,waldj001,waldj001,Jordan Walden,True,1.0,090301.0,99.2,1.0080645161290323,2012
ANA201204220,58,8,10,1,0,1,1,0,1,1,0,downs001,johnj010,Scott Downs,False,1.0,081121.0,75.0,-1.0,2012
ANA201204220,78,10,10,0,0,0,2,3,0,0,0,johnj010,johnj010,Jim Johnson,True,1.0,100101.0,96.6,1.0351966873706004,2012
ANA201204300,63,8,9,1,1,2,4,3,1,1,0,downs001,downs001,Scott Downs,True,1.33,082121.33,87.5,1.1428571428571428,2012
ANA201205060,72,9,9,1,1,1,4,3,1,0,0,hawkl001,hawkl001,LaTroy Hawkins,True,0.67,091110.67,50.0,2.0,2012
ANA201205280,65,7,9,1,1,0,8,5,1,1,0,isrij001,None,Jason Isringhausen,False,1.0,070321.0,50.0,-0.5,2012
ANA201205300,73,9,9,0,0,0,5,6,0,0,0,sorir001,sorir001,Rafael Soriano,True,1.0,090101.0,95.2,1.050420168067227,2012
ANA201206010,69,9,9,1,1,0,4,2,0,0,0,friee001,friee001,Ernesto Frieri,True,1.0,090201.0,97.3,1.027749229188078,2012
ANA201206020,67,8,9,1,1,2,3,2,0,1,0,friee001,friee001,Ernesto Frieri,True,1.33,082111.33,88.6,1.1286681715575622,2012
ANA201206040,82,8,9,0,0,1,6,8,0,1,1,wilht001,wilht001,Tom Wilhelmsen,True,1.67,081221.67,88.9,1.124859392575928,2012
ANA201206060,83,9,9,0,0,0,6,8,0,0,0,wilht001,wilht001,Tom Wilhelmsen,True,1.0,090201.0,97.3,1.027749229188078,2012
ANA201206170,66,9,9,1,1,0,2,0,1,0,0,friee001,friee001,Ernesto Frieri,True,1.0,090211.0,97.3,1.027749229188078,2012
ANA201206180,83,9,9,0,0,0,3,5,0,0,0,garcj002,garcj002,Santiago Casilla,True,1.0,090201.0,97.3,1.027749229188078,2012
ANA201206220,79,9,9,1,1,0,8,5,0,0,0,friee001,friee001,Ernesto Frieri,True,1.0,090301.0,99.2,1.0080645161290323,2012
ANA201206230,68,9,9,0,0,0,1,3,0,0,0,jansk001,jansk001,Kenley Jansen,True,1.0,090201.0,97.3,1.027749229188078,2012
ANA201206240,71,8,9,1,1,2,5,3,1,0,0,friee001,friee001,Ernesto Frieri,True,1.33,082211.33,91.7,1.0905125408942202,2012
ANA201207050,83,9,9,1,1,0,9,7,0,0,0,friee001,friee001,Ernesto Frieri,True,1.0,090201.0,97.3,1.027749229188078,2012
ANA201207050,46,4,9,0,1,2,5,7,0,1,0,ayall001,friee001,Luis Ayala,False,1.33,042211.33,14.3,-0.29171528588098017,2012
ANA201207060,67,9,9,0,0,0,2,3,0,0,0,johnj010,johnj010,Jim Johnson,True,1.0,090101.0,95.2,1.050420168067227,2012
ANA201207070,64,9,9,1,1,0,3,0,0,0,0,downs001,downs001,Scott Downs,True,1.0,090301.0,99.2,1.0080645161290323,2012
ANA201207230,79,9,9,1,1,0,6,3,0,0,0,downs001,downs001,Scott Downs,True,1.0,090301.0,99.2,1.0080645161290323,2012
ANA201207240,73,9,9,0,0,0,1,4,0,0,0,broxj001,broxj001,Jonathan Broxton,True,1.0,090301.0,99.2,1.0080645161290323,2012
ANA201207270,67,9,9,1,1,0,3,1,0,0,0,friee001,friee001,Ernesto Frieri,True,1.0,090201.0,97.3,1.027749229188078,2012
ANA201207280,71,9,9,0,0,0,0,3,0,0,0,rodnf001,rodnf001,Fernando Rodney,True,1.0,090301.0,99.2,1.0080645161290323,2012
ANA201207290,64,9,9,0,0,0,0,2,0,0,0,rodnf001,rodnf001,Fernando Rodney,True,1.0,090201.0,97.3,1.027749229188078,2012
ANA201208120,72,9,9,0,0,1,1,4,0,0,1,wilht001,wilht001,Tom Wilhelmsen,True,0.67,091310.67,50.0,2.0,2012
ANA201208130,77,9,9,0,0,0,2,6,1,1,0,perec002,perec002,Chris Perez,True,1.0,090421.0,50.0,2.0,2012
ANA201208140,78,9,9,1,1,0,9,6,0,0,0,friee001,friee001,Ernesto Frieri,True,1.0,090301.0,99.2,1.0080645161290323,2012
ANA201208180,52,5,9,1,0,2,8,7,0,0,0,isrij001,rodnf001,Jason Isringhausen,False,1.0,052101.0,14.3,-0.29171528588098017,2012
ANA201208180,86,9,9,0,0,0,8,10,0,0,0,rodnf001,rodnf001,Fernando Rodney,True,1.0,090201.0,97.3,1.027749229188078,2012
ANA201208280,67,8,9,0,1,0,4,5,0,0,0,aceva001,None,Alfredo Aceves,False,2.0,080102.0,29.4,-0.3541076487252125,2012
ANA201208300,69,9,9,1,1,0,5,2,0,0,0,friee001,friee001,Ernesto Frieri,True,1.0,090301.0,99.2,1.0080645161290323,2012
ANA201209090,60,8,9,1,1,2,3,2,0,1,0,friee001,friee001,Ernesto Frieri,True,1.33,082111.33,88.6,1.1286681715575622,2012
ANA201209100,67,9,9,0,0,0,1,3,0,0,0,balfg001,balfg001,Grant Balfour,True,1.0,090201.0,97.3,1.027749229188078,2012
ANA201209110,79,9,9,0,0,0,5,6,1,0,1,blevj001,blevj001,Jerry Blevins,True,1.0,090121.0,66.7,1.4992503748125936,2012
ANA201209120,77,9,9,0,0,2,1,4,0,1,0,cookr001,cookr001,Ryan Cook,True,0.33,092310.33,50.0,2.0,2012
ANA201209200,62,9,9,0,0,0,1,3,0,0,0,nathj001,nathj001,Joe Nathan,True,1.0,090201.0,97.3,1.027749229188078,2012
ANA201209220,69,9,9,1,1,0,4,2,0,0,0,friee001,friee001,Ernesto Frieri,True,1.0,090201.0,97.3,1.027749229188078,2012
ANA201209250,75,9,9,1,1,0,5,4,0,0,0,friee001,friee001,Ernesto Frieri,True,1.0,090101.0,95.2,1.050420168067227,2012
ANA201209260,55,7,9,0,1,0,2,3,0,0,0,kinnj001,None,Josh Kinney,False,0.67,070100.67,50.0,-0.5,2012
ARI201004070,66,9,9,1,1,0,5,3,0,0,0,qualc001,qualc001,Chad Qualls,True,1.0,090201.0,97.3,1.027749229188078,2010
ARI201004100,74,9,9,0,0,0,3,6,0,0,0,doteo001,doteo001,Octavio Dotel,True,1.0,090301.0,99.2,1.0080645161290323,2010
ARI201004190,79,9,9,0,0,0,2,4,0,0,0,franr001,franr001,Ryan Franklin,True,1.0,090201.0,97.3,1.027749229188078,2010
ARI201004200,48,4,9,0,1,0,5,7,1,1,0,boggm001,qualc001,Mitchell Boggs,False,4.0,040224.0,14.3,-0.29171528588098017,2010
ARI201004210,60,8,9,0,0,0,2,4,0,1,0,millt002,None,Trever Miller,False,0.33,080210.33,45.5,-0.45871559633027525,2010
ARI201004230,75,9,9,1,1,2,7,4,1,0,0,qualc001,qualc001,Chad Qualls,True,0.33,092310.33,50.0,2.0,2010
ARI201004240,67,9,9,0,0,0,2,3,0,0,0,madsr001,madsr001,Ryan Madson,True,1.0,090101.0,95.2,1.050420168067227,2010
ARI201004250,81,9,9,1,1,0,8,6,0,0,0,qualc001,qualc001,Chad Qualls,True,1.0,090201.0,97.3,1.027749229188078,2010
ARI201005070,70,9,9,0,0,0,2,3,0,0,0,hofft001,hofft001,Trevor Hoffman,True,1.0,090101.0,95.2,1.050420168067227,2010
ARI201005120,74,9,9,0,0,0,3,6,0,0,0,broxj001,broxj001,Jonathan Broxton,True,1.0,090301.0,99.2,1.0080645161290323,2010
ARI201005200,86,9,9,1,1,2,8,7,1,0,0,qualc001,qualc001,Chad Qualls,True,0.33,092110.33,50.0,2.0,2010
ARI201005200,70,7,9,0,1,1,6,7,0,1,0,motag001,qualc001,Guillermo Mota,False,0.33,071110.33,50.0,-0.5,2010
ARI201005210,79,9,9,1,1,2,8,6,0,1,0,qualc001,qualc001,Chad Qualls,True,0.33,092210.33,50.0,2.0,2010
ARI201006040,79,9,9,0,1,0,5,6,0,0,0,corpm001,None,Manuel Corpas,False,1.0,090101.0,95.2,-5.208333333333337,2010
ARI201006090,65,8,9,0,1,0,0,1,0,0,0,moylp001,qualc001,Peter Moylan,False,0.67,080100.67,29.4,-0.3541076487252125,2010
ARI201006110,70,8,9,0,0,1,2,5,1,1,0,franr001,franr001,Ryan Franklin,True,1.67,081321.67,80.0,1.25,2010
ARI201006230,77,9,10,1,0,0,5,4,0,0,0,heila001,None,Aaron Heilman,False,2.0,090102.0,95.2,-5.208333333333337,2010
ARI201007060,68,8,9,0,0,1,3,6,1,0,1,marmc001,marmc001,Carlos Marmol,True,1.67,081321.67,80.0,1.25,2010
ARI201007100,71,9,9,1,1,0,5,4,1,0,0,gutij002,gutij002,Juan Gutierrez,True,1.0,090111.0,66.7,1.4992503748125936,2010
ARI201007110,64,9,9,0,0,0,0,2,0,0,0,nunel001,nunel001,Leo Nunez,True,1.0,090201.0,97.3,1.027749229188078,2010
ARI201007200,62,9,9,1,1,0,3,1,0,0,0,gutij002,gutij002,Juan Gutierrez,True,1.0,090201.0,97.3,1.027749229188078,2010
ARI201007220,70,9,9,0,0,0,0,3,0,0,0,wilsb001,wilsb001,Brian Wilson,True,1.0,090301.0,99.2,1.0080645161290323,2010
ARI201007230,50,6,9,0,0,0,1,3,0,0,0,garcj002,wilsb001,Santiago Casilla,False,0.67,060200.67,33.3,-0.3748125937031484,2010
ARI201007230,79,8,9,0,0,2,4,6,1,0,0,wilsb001,wilsb001,Brian Wilson,True,1.33,082211.33,91.7,1.0905125408942202,2010
ARI201007250,85,10,10,0,0,0,2,3,0,0,0,wilsb001,wilsb001,Brian Wilson,True,1.0,100101.0,96.6,1.0351966873706004,2010
ARI201008200,78,9,10,0,1,0,1,3,0,0,0,streh001,None,Huston Street,False,1.0,090201.0,97.3,-9.259259259259249,2010
ARI201008310,78,9,9,1,1,0,7,4,0,1,0,gutij002,gutij002,Juan Gutierrez,True,1.0,090311.0,94.1,1.0626992561105209,2010
ARI201009010,70,9,9,1,1,0,5,2,0,0,0,gutij002,gutij002,Juan Gutierrez,True,1.0,090301.0,99.2,1.0080645161290323,2010
ARI201009050,66,9,9,0,0,0,2,3,0,0,0,lyonb003,lyonb003,Brandon Lyon,True,1.0,090101.0,95.2,1.050420168067227,2010
ARI201009060,82,11,11,0,0,0,0,2,0,0,0,wilsb001,wilsb001,Brian Wilson,True,1.0,110201.0,86.2,1.160092807424594,2010
ARI201009070,69,9,9,0,0,1,3,6,1,0,0,affej001,affej001,Jeremy Affeldt,True,0.67,091310.67,50.0,2.0,2010
ARI201009080,66,9,9,1,1,0,3,1,0,0,0,gutij002,gutij002,Juan Gutierrez,True,1.0,090201.0,97.3,1.027749229188078,2010
ARI201009210,63,9,9,1,1,0,3,1,0,0,0,gutij002,gutij002,Juan Gutierrez,True,1.0,090201.0,97.3,1.027749229188078,2010
ARI201009220,68,8,9,1,1,1,5,4,1,0,0,demes001,demes001,Sam Demel,True,1.67,081111.67,72.2,1.3850415512465373,2010
ARI201009240,65,9,9,0,0,0,1,3,0,1,0,jansk001,jansk001,Kenley Jansen,True,1.0,090211.0,97.3,1.027749229188078,2010
ARI201009250,71,9,9,1,1,2,5,2,1,0,1,gutij002,gutij002,Juan Gutierrez,True,0.33,092320.33,50.0,2.0,2010
ARI201009260,67,8,9,0,1,1,3,4,1,0,0,broxj001,gutij002,Jonathan Broxton,False,1.67,081111.67,72.2,-0.8992805755395684,2010
ARI201104100,76,8,9,0,1,0,6,7,0,0,0,massn001,putzj001,Nick Masset,False,2.0,080102.0,29.4,-0.3541076487252125,2011
