020103.0,1
022123.0,1
022202.67,1
030112.0,1
030124.0,1
030135.33,1
030531.33,1
031131.33,1
032112.0,1
032121.33,1
032122.33,1
032201.33,1
032223.33,1
040102.0,2
040111.0,1
040112.0,1
040112.33,1
040121.0,2
040122.0,2
040123.33,1
040222.67,1
040224.0,1
040232.33,1
040233.0,1
041111.67,1
041121.67,1
041132.67,1
041231.33,1
042112.67,1
042211.33,1
050102.0,2
050111.0,1
050121.33,2
050122.67,1
050132.0,1
050201.0,1
050213.0,1
050222.33,1
050231.0,1
050301.33,1
050331.0,1
050332.67,1
051112.67,1
051122.33,1
051123.0,1
051131.67,2
051132.67,1
051321.67,1
051323.67,1
052101.0,1
052111.33,1
052111.67,1
052121.33,1
052122.33,1
052131.33,1
052221.33,2
052222.33,1
052231.33,3
060101.0,10
060101.33,2
060101.67,3
060102.0,6
060104.0,2
060111.0,1
060111.33,2
060112.0,1
060121.0,5
060121.33,3
060121.67,2
060122.0,1
060123.0,1
060132.0,1
060133.0,1
060201.0,5
060201.33,2
060201.67,1
060211.33,1
060221.0,2
060221.67,1
060222.0,1
060222.67,1
060231.0,1
060232.0,1
060232.33,1
060302.0,1
060313.0,1
060404.0,1
060431.0,1
060433.0,1
061101.0,1
061111.0,3
061111.67,1
061112.33,1
061121.0,2
061121.67,2
061122.67,1
061131.0,1
061131.67,3
061201.0,1
061211.33,1
061211.67,1
061212.67,1
061222.0,1
061231.67,1
061232.67,2
061431.67,1
062102.67,1
062111.0,2
062111.33,3
062112.0,1
062113.33,1
062121.0,1
062121.33,1
062121.67,1
062122.0,2
062131.33,1
062132.33,2
062201.33,1
062211.33,1
062212.33,1
062221.33,1
062222.33,1
062231.33,1
070101.0,26
070101.33,2
070101.67,7
070102.0,8
070102.33,1
070102.67,1
070111.0,10
070111.67,2
070121.0,7
070121.67,1
070122.0,2
070131.0,3
070201.0,8
070201.33,2
070201.67,3
070202.0,5
070211.0,4
070221.0,3
070231.0,2
070232.0,1
070301.33,1
070321.0,2
071101.0,1
071101.67,1
071102.67,1
071111.0,3
071111.33,2
071111.67,4
071112.67,1
071121.0,2
071121.33,1
071121.67,2
071122.33,1
071123.67,1
071131.0,1
071131.33,1
071131.67,3
071211.67,1
071221.0,1
071221.67,2
072101.33,4
072111.0,2
072111.33,7
072112.33,1
072115.33,1
072121.0,2
072121.33,4
072121.67,1
072122.0,1
072131.0,2
072131.33,2
072211.0,3
072211.33,2
072212.33,1
072213.33,1
072221.33,1
072231.33,2
072311.33,1
072321.33,1
072432.0,1
080101.0,61
080101.33,1
080101.67,6
080102.0,12
080102.33,1
080104.0,1
080106.0,1
080111.0,4
080111.67,2
080112.0,3
080121.0,2
080122.0,2
080131.67,1
080201.0,11
080201.67,2
080202.0,6
080202.33,1
080202.67,1
080211.0,3
080221.0,3
080221.33,1
080301.0,1
080301.33,1
080301.67,1
080302.33,1
080311.0,1
080321.0,1
081111.0,1
081111.33,1
081111.67,5
081112.67,1
081121.0,1
081121.67,2
081122.0,1
081201.67,1
081211.0,1
081211.33,1
081211.67,1
081221.33,1
081221.67,1
081222.0,1
081311.33,1
081313.0,1
081321.67,1
082101.33,2
082111.0,2
082111.33,4
082121.0,1
082121.33,3
082131.0,1
082221.33,2
082231.33,1
082321.33,1
090101.0,47
090101.33,4
090101.67,3
090102.0,7
090102.67,4
090103.0,1
090111.0,3
090201.0,26
090201.67,2
090222.0,1
090301.0,6
090311.0,1
090321.0,1
090431.0,1
091101.33,1
091231.0,1
091311.33,1
100101.0,2
100201.0,1
110101.0,4
120101.0,2
120111.0,1
130431.0,1
